6.697148957778777945e-01,5.875150243574162046e-01,9.403945954747024993e-01,4.519504249098192372e-01
6.697148957778777945e-01,5.835719705026684023e-01,1.842561768369132658e+00,4.434381019311605110e-01
7.191569350634928748e-01,6.900344245808578414e-01,2.523009890297982505e-01,2.454647021904427795e-01
6.022939331156753617e-01,3.706470623462894132e-01,4.052106793508881144e-01,1.268664427941525730e-01
1.146156365257441800e+00,5.954011320669116980e-01,2.156026633527366787e+00,1.240268547798081128e-01
1.842839646100200568e-01,6.387747244691370785e-01,2.156026633527366787e+00,1.240268547798081128e-01
4.764414694795640060e-01,1.498360464804148473e-01,2.156026633527366787e+00,1.240268547798081128e-01
8.629883220761915830e-01,1.380068849161715794e-01,2.156026633527366787e+00,1.240268547798081128e-01
1.015809170777183690e+00,9.108454404467324350e-01,2.156026633527366787e+00,1.240268547798081128e-01
4.404836227263893567e-01,1.040966217653408465e+00,2.156026633527366787e+00,1.240268547798081128e-01
7.910726285698421734e-01,1.040966217653408465e+00,2.156026633527366787e+00,1.240268547798081128e-01
5.798202788949411435e-01,3.745901162010371599e-01,1.223277522568718689e-01,1.223277522568718967e-01
1.051767017530358395e+00,3.233304160893162860e-01,2.163672118043421300e+00,1.192892622957018312e-01
2.517049272722224895e-01,3.903623316200282023e-01,2.163672118043421300e+00,1.178381039919138840e-01
7.461253201283738479e-01,9.187315481562280395e-01,1.399123666437972036e+00,1.174952449667313464e-01
9.798513240240090960e-01,7.294649631283354196e-01,1.399123666437972036e+00,1.167243210742300169e-01
5.034098545444449790e-01,8.832440634634981524e-01,1.399123666437972036e+00,1.162662002557634938e-01
2.876627740253971388e-01,8.556426864802637589e-01,2.156026633527366787e+00,1.154481721109297254e-01
9.978302474005964484e-01,4.928817318434698946e-01,1.399123666437972036e+00,1.150772022693478669e-01
3.415995441551591405e-01,6.703191553071191633e-01,1.399123666437972036e+00,1.148535763002794391e-01
4.314941610380957915e-01,5.559705935194341198e-01,4.281471328990515968e-01,1.138510876564824692e-01
8.584935912320447171e-01,3.036151468155774413e-01,1.399123666437972036e+00,1.136212561008352467e-01
3.640731983758933032e-01,4.416220317317490762e-01,1.399123666437972036e+00,1.133886444954759903e-01
5.348729704534728180e-01,2.760137698323431588e-01,1.399123666437972036e+00,1.128022706052396879e-01
8.360199370113104989e-01,4.021914931842714980e-01,4.357926174151061094e-01,1.082767294852216705e-01
4.269994301939489256e-01,5.520275396646863175e-01,1.070367832247628992e-01,1.070367832247628992e-01
8.135462827905763916e-01,3.824762239105326533e-01,1.070367832247628992e-01,1.057333016702558387e-01
8.989461688293660657e-01,8.556426864802637589e-01,5.198929470917054152e-01,9.680267832477618128e-02
1.020303901621330445e+00,6.269455629048937828e-01,5.198929470917054152e-01,9.675796399574176920e-02
7.056727425310524993e-01,9.384468174299667176e-01,5.198929470917054152e-01,9.674561885374988179e-02
5.123993162327387108e-01,9.029593327372369416e-01,5.198929470917054152e-01,9.668096724687136323e-02
3.505890058434528167e-01,7.373510708378310241e-01,5.198929470917054152e-01,9.659984738931674808e-02
4.045257759732148184e-01,3.548748469272983708e-01,5.198929470917054152e-01,9.656401212669904477e-02
7.416305892842270930e-01,2.365832312848655805e-01,5.198929470917054152e-01,9.523264953511953457e-02
1.006819709088889958e+00,4.416220317317490762e-01,5.428294006398689531e-01,8.891244255469282765e-02
4.449783535705362225e-01,4.376789778770012740e-01,2.675919580619072202e-01,8.346854763356817419e-02
5.573466246742070362e-01,2.326401774301178060e-01,5.581203696719779783e-01,8.014037622454109333e-02
4.404836227263893567e-01,7.412941246925788263e-01,9.174581419265391558e-02,7.981824713535458360e-02
6.697148957778777945e-01,8.674718480445070545e-02,2.201899540623693863e+00,7.942036285832504428e-02
9.393987464266875254e-01,5.165400549719565415e-01,8.410032967659941683e-02,7.941188353921907472e-02
3.011469665578376809e-01,5.204831088267042327e-01,5.657658541880324909e-01,7.781369052224236527e-02
7.551147818166675796e-01,3.233304160893162860e-01,2.752374425779617328e-01,7.769391646061596379e-02
6.966832808427587675e-01,2.129249081563790169e-01,1.315023336761372619e+00,7.766216118377887445e-02
7.011780116869056334e-01,2.129249081563790169e-01,1.475578511598516940e+00,7.726729578209935723e-02
6.157781256481158483e-01,9.542190328489577045e-01,2.209545025139747931e+00,7.645484516054495971e-02
9.214198230501002840e-01,3.036151468155774413e-01,5.734113387040868925e-01,7.563883959278805413e-02
4.000310451290679525e-01,6.624330475976236698e-01,2.675919580619072202e-01,7.498795276939092258e-02
9.034408996735129316e-01,4.258498163127580338e-01,2.675919580619072202e-01,7.311487640427270784e-02
9.169250922059535291e-01,8.832440634634981524e-01,1.498514965146680478e+00,7.245034871346404948e-02
9.169250922059535291e-01,8.832440634634981524e-01,1.299732367729263594e+00,7.245034871346404948e-02
2.966522357136908150e-01,2.129249081563790169e-01,2.102508241914985643e+00,7.050846316742678810e-02
9.528829389591280119e-01,5.323122703909475284e-01,3.975651948348336018e-01,6.988751444397936496e-02
4.359888918822426018e-01,7.531232862568220110e-01,3.746287412866701194e-01,6.936826133757757751e-02
6.157781256481158483e-01,1.104055079329372635e+00,2.102508241914985643e+00,6.890691961396085141e-02
9.708618623357154753e-01,1.096168971619877253e+00,2.209545025139747931e+00,6.881363539861894141e-02
1.015809170777183690e+00,7.255219092735877284e-01,2.217190509655802888e+00,6.880936064449016953e-02
4.225046993498020598e-01,3.272734699440640327e-01,2.217190509655802888e+00,6.880936064449016953e-02
6.966832808427587675e-01,2.326401774301178060e-01,2.217190509655802888e+00,6.880936064449016953e-02
1.146156365257441800e+00,7.807246632400564046e-01,2.217190509655802888e+00,6.880936064449016953e-02
3.640731983758933032e-01,8.240982556422816740e-01,1.292086883213209303e+00,6.785103721594691606e-02
3.640731983758933032e-01,8.240982556422816740e-01,1.506160449662734990e+00,6.785103721594691606e-02
1.015809170777183690e+00,7.728385555305608001e-01,5.963477922522504304e-01,6.529173539073122867e-02
6.067886639598221166e-01,9.739343021226964936e-01,1.521451418694844016e+00,6.501078386080867688e-02
6.022939331156753617e-01,9.739343021226964936e-01,1.276795914181100278e+00,6.427978016204788370e-02
4.000310451290679525e-01,3.075582006703252436e-01,1.284441398697154568e+00,6.323809198304924939e-02
4.000310451290679525e-01,3.075582006703252436e-01,1.513805934178789503e+00,6.323809198304924939e-02
9.798513240240090960e-01,3.469887392178028218e-01,1.276795914181100278e+00,6.304583177444082753e-02
9.843460548681559619e-01,3.509317930725506240e-01,1.521451418694844016e+00,6.199689418465256785e-02
1.065251210062798881e+00,5.954011320669116980e-01,1.269150429665045765e+00,6.162624425789092752e-02
1.065251210062798881e+00,6.032872397764071914e-01,1.529096903210898528e+00,6.142803629623401485e-02
